link,name,state,chamber,party,raised,spent,cash_on_hand,debts,top_industry,top_contributor,top_industry_number,top_contributor_number,all_industries,all_contributors,funding_type,total_vs_avg_raised,first_election,election_type,election_year
https://www.opensecrets.org/members-of-congress/lujan-ben-ray/summary?cid=N00029562&cycle=2024,Ben Ray Lujan,New Mexico,Senate,Democrat,1339441,709746,1213792,0,Retired,National Assn of Broadcasters,"$1,511,698","$71,370","[{'industry': 'Retired', 'total': '$1,511,698', 'individuals': '$1,511,698', 'pacs': '$0'}, {'industry': 'Lawyers/Law Firms', 'total': '$602,013', 'individuals': '$547,513', 'pacs': '$54,500'}, {'industry': 'Health Professionals', 'total': '$515,180', 'individuals': '$356,180', 'pacs': '$159,000'}, {'industry': 'Securities & Investment', 'total': '$469,075', 'individuals': '$453,075', 'pacs': '$16,000'}, {'industry': 'Leadership PACs', 'total': '$468,045', 'individuals': '$4,501', 'pacs': '$463,544'}]","[{'contributor': 'National Assn of Broadcasters', 'total': '$71,370', 'individuals': '$56,370', 'pacs': '$15,000'}, {'contributor': 'Democratic Senatorial Campaign Cmte', 'total': '$49,600', 'individuals': '$0', 'pacs': '$49,600'}, {'contributor': 'University of New Mexico', 'total': '$44,031', 'individuals': '$44,031', 'pacs': '$0'}, {'contributor': 'Akin, Gump et al', 'total': '$29,567', 'individuals': '$22,067', 'pacs': '$7,500'}, {'contributor': 'Forbes Tate Partners', 'total': '$26,100', 'individuals': '$26,100', 'pacs': '$0'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 6382855, 'contribution_percent': 54}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 3163925, 'contribution_percent': 27}, {'contribution_type': 'pac_contributions', 'contribution_amount': 1784571, 'contribution_percent': 15}, {'contribution_type': 'other', 'contribution_amount': 305769, 'contribution_percent': 2}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2008, 'total_raised_by_congressman': 1520000, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 1180000, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 1100000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 1270000, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 2110000, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 1950000, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 9080000, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 1210000, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': 1340000, 'average_raised': 8199999}]",2020,Next Election,2026
https://www.opensecrets.org/members-of-congress/lummis-cynthia/summary?cid=N00029788&cycle=2024,Cynthia Lummis,Wyoming,Senate,Republican,796880,235397,677339,0,Leadership PACs,Senate Conservatives Fund,"$482,000","$146,748","[{'industry': 'Leadership PACs', 'total': '$482,000', 'individuals': '$0', 'pacs': '$482,000'}, {'industry': 'Republican/Conservative', 'total': '$378,107', 'individuals': '$362,007', 'pacs': '$16,100'}, {'industry': 'Securities & Investment', 'total': '$279,339', 'individuals': '$235,939', 'pacs': '$43,400'}, {'industry': 'Retired', 'total': '$220,129', 'individuals': '$220,129', 'pacs': '$0'}, {'industry': 'Oil & Gas', 'total': '$209,212', 'individuals': '$68,212', 'pacs': '$141,000'}]","[{'contributor': 'Senate Conservatives Fund', 'total': '$146,748', 'individuals': '$146,748', 'pacs': '$0'}, {'contributor': 'Club for Growth', 'total': '$139,288', 'individuals': '$139,288', 'pacs': '$0'}, {'contributor': 'Sinclair Companies', 'total': '$32,900', 'individuals': '$32,900', 'pacs': '$0'}, {'contributor': 'Multicoin Capital', 'total': '$21,900', 'individuals': '$21,900', 'pacs': '$0'}, {'contributor': 'Bluegrass Cmte', 'total': '$20,000', 'individuals': '$0', 'pacs': '$20,000'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 1462297, 'contribution_percent': 40}, {'contribution_type': 'pac_contributions', 'contribution_amount': 1318028, 'contribution_percent': 36}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 561158, 'contribution_percent': 15}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 140500, 'contribution_percent': 3}, {'contribution_type': 'other', 'contribution_amount': 99558, 'contribution_percent': 2}]","[{'year': 2008, 'total_raised_by_congressman': 1530000, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 780430, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 715310, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 432670, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 94700, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': None, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 2550000, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 237630, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': 796880, 'average_raised': 8199999}]",2020,Next Election,2026
https://www.opensecrets.org/members-of-congress/luna-anna-paulina/summary?cid=N00045228&cycle=2024,Anna Paulina Luna,Florida,House,Republican,3662979,3576400,131415,0,Retired,House Freedom Fund,"$747,868","$188,154","[{'industry': 'Retired', 'total': '$747,868', 'individuals': '$747,868', 'pacs': '$0'}, {'industry': 'Republican/Conservative', 'total': '$517,133', 'individuals': '$485,383', 'pacs': '$31,750'}, {'industry': 'Leadership PACs', 'total': '$150,585', 'individuals': '$85', 'pacs': '$150,500'}, {'industry': 'Real Estate', 'total': '$122,166', 'individuals': '$112,166', 'pacs': '$10,000'}, {'industry': 'Securities & Investment', 'total': '$104,349', 'individuals': '$104,349', 'pacs': '$0'}]","[{'contributor': 'House Freedom Fund', 'total': '$188,154', 'individuals': '$178,154', 'pacs': '$10,000'}, {'contributor': 'Club for Growth', 'total': '$48,490', 'individuals': '$48,490', 'pacs': '$0'}, {'contributor': 'American Israel Public Affairs Cmte', 'total': '$15,250', 'individuals': '$5,250', 'pacs': '$10,000'}, {'contributor': 'Senate Conservatives Fund', 'total': '$13,600', 'individuals': '$13,600', 'pacs': '$0'}, {'contributor': 'Energy Transfer Partners', 'total': '$13,250', 'individuals': '$13,250', 'pacs': '$0'}]","[{'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 1521833, 'contribution_percent': 41}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 1242915, 'contribution_percent': 33}, {'contribution_type': 'other', 'contribution_amount': 573908, 'contribution_percent': 15}, {'contribution_type': 'pac_contributions', 'contribution_amount': 324324, 'contribution_percent': 8}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2020, 'total_raised_by_congressman': 3300000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 3360000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 3660000, 'average_raised': 3310000}]",2022,Next Election,2024
https://www.opensecrets.org/members-of-congress/luttrell-morgan/summary?cid=N00048776&cycle=2024,Morgan Luttrell,Texas,House,Republican,1861799,1423051,700551,0,Retired,American Israel Public Affairs Cmte,"$576,444","$23,600","[{'industry': 'Retired', 'total': '$576,444', 'individuals': '$576,444', 'pacs': '$0'}, {'industry': 'Oil & Gas', 'total': '$98,456', 'individuals': '$50,956', 'pacs': '$47,500'}, {'industry': 'Real Estate', 'total': '$65,405', 'individuals': '$59,405', 'pacs': '$6,000'}, {'industry': 'Health Professionals', 'total': '$47,190', 'individuals': '$29,190', 'pacs': '$18,000'}, {'industry': 'Pro-Israel', 'total': '$41,425', 'individuals': '$31,425', 'pacs': '$10,000'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$23,600', 'individuals': '$13,600', 'pacs': '$10,000'}, {'contributor': 'CGX Energy', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': ""National Cattlemen's Beef Assn"", 'total': '$13,000', 'individuals': '$3,000', 'pacs': '$10,000'}, {'contributor': 'Steely Lumber', 'total': '$11,600', 'individuals': '$11,600', 'pacs': '$0'}, {'contributor': 'Koch Inc', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 661004, 'contribution_percent': 35}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 491411, 'contribution_percent': 26}, {'contribution_type': 'pac_contributions', 'contribution_amount': 356105, 'contribution_percent': 19}, {'contribution_type': 'other', 'contribution_amount': 353280, 'contribution_percent': 18}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2022, 'total_raised_by_congressman': 4730000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 1860000, 'average_raised': 3310000}]",2022,Next Election,2024
https://www.opensecrets.org/members-of-congress/lynch-stephen/summary?cid=N00013855&cycle=2024,Stephen Lynch,Massachusetts,House,Democrat,709923,976110,1088723,0,Real Estate,National Development Inc,"$98,100","$13,000","[{'industry': 'Real Estate', 'total': '$98,100', 'individuals': '$78,100', 'pacs': '$20,000'}, {'industry': 'Public Sector Unions', 'total': '$55,500', 'individuals': '$0', 'pacs': '$55,500'}, {'industry': 'Building Trade Unions', 'total': '$47,000', 'individuals': '$0', 'pacs': '$47,000'}, {'industry': 'Transportation Unions', 'total': '$42,351', 'individuals': '$0', 'pacs': '$42,351'}, {'industry': 'Lawyers/Law Firms', 'total': '$32,750', 'individuals': '$21,750', 'pacs': '$11,000'}]","[{'contributor': 'National Development Inc', 'total': '$13,000', 'individuals': '$13,000', 'pacs': '$0'}, {'contributor': 'Air Line Pilots Assn', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}, {'contributor': 'American Crystal Sugar', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}, {'contributor': 'American Federation of State/Cnty/Munic Employees', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}, {'contributor': 'Carpenters & Joiners Union', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 407500, 'contribution_percent': 57}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 274570, 'contribution_percent': 38}, {'contribution_type': 'other', 'contribution_amount': 24818, 'contribution_percent': 3}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 3036, 'contribution_percent': 0}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2002, 'total_raised_by_congressman': 2500000, 'average_raised': 980640}, {'year': 2004, 'total_raised_by_congressman': 1160000, 'average_raised': 1200000}, {'year': 2006, 'total_raised_by_congressman': 1170000, 'average_raised': 1360000}, {'year': 2008, 'total_raised_by_congressman': 1070000, 'average_raised': 1430000}, {'year': 2010, 'total_raised_by_congressman': 911230, 'average_raised': 1620000}, {'year': 2012, 'total_raised_by_congressman': 729840, 'average_raised': 1760000}, {'year': 2014, 'total_raised_by_congressman': 2540000, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': 1210000, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': 849710, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 905610, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 960570, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 709920, 'average_raised': 3310000}]",2001,Next Election,2024
https://www.opensecrets.org/members-of-congress/mace-nancy/summary?cid=N00035670&cycle=2024,Nancy Mace,South Carolina,House,Republican,3461771,3008096,664636,100,Republican/Conservative,American Israel Public Affairs Cmte,"$484,687","$43,305","[{'industry': 'Republican/Conservative', 'total': '$484,687', 'individuals': '$469,087', 'pacs': '$15,600'}, {'industry': 'Retired', 'total': '$410,268', 'individuals': '$410,268', 'pacs': '$0'}, {'industry': 'Securities & Investment', 'total': '$208,355', 'individuals': '$198,355', 'pacs': '$10,000'}, {'industry': 'Leadership PACs', 'total': '$187,000', 'individuals': '$0', 'pacs': '$187,000'}, {'industry': 'Real Estate', 'total': '$98,861', 'individuals': '$91,361', 'pacs': '$7,500'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$43,305', 'individuals': '$33,305', 'pacs': '$10,000'}, {'contributor': 'Club for Growth', 'total': '$28,100', 'individuals': '$23,500', 'pacs': '$4,600'}, {'contributor': 'Oracle Corp', 'total': '$19,900', 'individuals': '$14,900', 'pacs': '$5,000'}, {'contributor': 'Veterans Guardian VA Claim Consulting', 'total': '$14,700', 'individuals': '$14,700', 'pacs': '$0'}, {'contributor': 'AQR Capital Management', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}]","[{'contribution_type': 'other', 'contribution_amount': 1687271, 'contribution_percent': 48}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 731297, 'contribution_percent': 21}, {'contribution_type': 'pac_contributions', 'contribution_amount': 593500, 'contribution_percent': 17}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 449704, 'contribution_percent': 12}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2014, 'total_raised_by_congressman': 753200, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': None, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': None, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 5770000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 5780000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 3460000, 'average_raised': 3310000}]",2020,Next Election,2024
https://www.opensecrets.org/members-of-congress/magaziner-seth/summary?cid=N00050458&cycle=2024,Seth Magaziner,Rhode Island,House,Democrat,1966159,1129816,876965,0,Retired,American Israel Public Affairs Cmte,"$172,242","$29,100","[{'industry': 'Retired', 'total': '$172,242', 'individuals': '$172,242', 'pacs': '$0'}, {'industry': 'Lawyers/Law Firms', 'total': '$114,693', 'individuals': '$96,193', 'pacs': '$18,500'}, {'industry': 'Securities & Investment', 'total': '$103,343', 'individuals': '$78,343', 'pacs': '$25,000'}, {'industry': 'Real Estate', 'total': '$91,250', 'individuals': '$77,250', 'pacs': '$14,000'}, {'industry': 'Leadership PACs', 'total': '$90,115', 'individuals': '$0', 'pacs': '$90,115'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$29,100', 'individuals': '$24,100', 'pacs': '$5,000'}, {'contributor': 'Service Employees International Union', 'total': '$20,000', 'individuals': '$10,000', 'pacs': '$10,000'}, {'contributor': 'Tree of Life Productions', 'total': '$19,800', 'individuals': '$19,800', 'pacs': '$0'}, {'contributor': 'Cornish Assoc', 'total': '$19,300', 'individuals': '$19,300', 'pacs': '$0'}, {'contributor': 'Pontefract Global Strategies', 'total': '$16,150', 'individuals': '$16,150', 'pacs': '$0'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 1117015, 'contribution_percent': 56}, {'contribution_type': 'pac_contributions', 'contribution_amount': 748354, 'contribution_percent': 38}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 52629, 'contribution_percent': 2}, {'contribution_type': 'other', 'contribution_amount': 48161, 'contribution_percent': 2}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2022, 'total_raised_by_congressman': 3900000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 1970000, 'average_raised': 3310000}]",2022,Next Election,2024
https://www.opensecrets.org/members-of-congress/malliotakis-nicole/summary?cid=N00044040&cycle=2024,Nicole Malliotakis,New York,House,Republican,3303258,2014384,1339191,0,Retired,American Israel Public Affairs Cmte,"$383,755","$85,400","[{'industry': 'Retired', 'total': '$383,755', 'individuals': '$383,755', 'pacs': '$0'}, {'industry': 'Securities & Investment', 'total': '$258,727', 'individuals': '$204,727', 'pacs': '$54,000'}, {'industry': 'Real Estate', 'total': '$203,110', 'individuals': '$158,110', 'pacs': '$45,000'}, {'industry': 'Leadership PACs', 'total': '$187,800', 'individuals': '$0', 'pacs': '$187,800'}, {'industry': 'Pro-Israel', 'total': '$136,869', 'individuals': '$114,869', 'pacs': '$22,000'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$85,400', 'individuals': '$75,400', 'pacs': '$10,000'}, {'contributor': 'Welsh, Carson et al', 'total': '$28,300', 'individuals': '$28,300', 'pacs': '$0'}, {'contributor': 'Apollo Global Management', 'total': '$26,448', 'individuals': '$26,448', 'pacs': '$0'}, {'contributor': 'Blackstone Group', 'total': '$19,800', 'individuals': '$19,800', 'pacs': '$0'}, {'contributor': 'R&V Management', 'total': '$15,200', 'individuals': '$15,200', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 1262691, 'contribution_percent': 38}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 1189939, 'contribution_percent': 36}, {'contribution_type': 'other', 'contribution_amount': 482171, 'contribution_percent': 14}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 368457, 'contribution_percent': 11}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2020, 'total_raised_by_congressman': 3470000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 4580000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 3300000, 'average_raised': 3310000}]",2020,Next Election,2024
https://www.opensecrets.org/members-of-congress/maloy-celeste/summary?cid=N00052817&cycle=2024,Celeste Maloy,Utah,House,Republican,1884367,1777345,107021,0,Leadership PACs,American Israel Public Affairs Cmte,"$260,600","$43,508","[{'industry': 'Leadership PACs', 'total': '$260,600', 'individuals': '$0', 'pacs': '$260,600'}, {'industry': 'Retired', 'total': '$127,086', 'individuals': '$127,086', 'pacs': '$0'}, {'industry': 'Lobbyists', 'total': '$108,630', 'individuals': '$107,630', 'pacs': '$1,000'}, {'industry': 'Oil & Gas', 'total': '$71,575', 'individuals': '$14,075', 'pacs': '$57,500'}, {'industry': 'Republican/Conservative', 'total': '$69,310', 'individuals': '$35,810', 'pacs': '$33,500'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$43,508', 'individuals': '$28,508', 'pacs': '$15,000'}, {'contributor': 'Value in Electing Women PAC', 'total': '$35,000', 'individuals': '$0', 'pacs': '$35,000'}, {'contributor': 'Intend Health Strategies', 'total': '$26,400', 'individuals': '$26,400', 'pacs': '$0'}, {'contributor': 'E-PAC', 'total': '$25,000', 'individuals': '$0', 'pacs': '$25,000'}, {'contributor': 'National Assn of Home Builders', 'total': '$23,500', 'individuals': '$0', 'pacs': '$23,500'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 921941, 'contribution_percent': 48}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 817735, 'contribution_percent': 43}, {'contribution_type': 'other', 'contribution_amount': 104964, 'contribution_percent': 5}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 39728, 'contribution_percent': 2}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2024, 'total_raised_by_congressman': 1880000, 'average_raised': 3310000}]",2023,Next Election,2024
https://www.opensecrets.org/members-of-congress/manchin-joe/summary?cid=N00032838&cycle=2024,Joe Manchin,West Virginia,Senate,Democrat,-92283,972865,8472361,0,Securities & Investment,No Labels Problem Solvers,"$1,128,205","$127,398","[{'industry': 'Securities & Investment', 'total': '$1,128,205', 'individuals': '$1,075,705', 'pacs': '$52,500'}, {'industry': 'Oil & Gas', 'total': '$689,549', 'individuals': '$445,250', 'pacs': '$244,299'}, {'industry': 'Real Estate', 'total': '$684,530', 'individuals': '$668,630', 'pacs': '$15,900'}, {'industry': 'Retired', 'total': '$492,923', 'individuals': '$492,923', 'pacs': '$0'}, {'industry': 'Lawyers/Law Firms', 'total': '$398,527', 'individuals': '$296,152', 'pacs': '$102,375'}]","[{'contributor': 'No Labels Problem Solvers', 'total': '$127,398', 'individuals': '$122,398', 'pacs': '$5,000'}, {'contributor': 'Quanta Services', 'total': '$102,000', 'individuals': '$97,000', 'pacs': '$5,000'}, {'contributor': 'Ryan LLC', 'total': '$85,300', 'individuals': '$80,300', 'pacs': '$5,000'}, {'contributor': 'Enterprise Products Partners', 'total': '$65,700', 'individuals': '$60,700', 'pacs': '$5,000'}, {'contributor': 'NextEra Energy', 'total': '$46,550', 'individuals': '$42,050', 'pacs': '$4,500'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 7445297, 'contribution_percent': 76}, {'contribution_type': 'pac_contributions', 'contribution_amount': 2044265, 'contribution_percent': 21}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 192519, 'contribution_percent': 1}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -1027743, 'contribution_percent': -10}]","[{'year': 2010, 'total_raised_by_congressman': 4400000, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 5070000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 482730, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 594930, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 8330000, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 717850, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 8029999, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': -92280, 'average_raised': 8199999}]",2010,Retiring at session end,
https://www.opensecrets.org/members-of-congress/mann-tracey/summary?cid=N00030743&cycle=2024,Tracey Mann,Kansas,House,Republican,1368782,712636,1753696,0,Crop Production & Basic Processing,American Israel Public Affairs Cmte,"$193,520","$33,607","[{'industry': 'Crop Production & Basic Processing', 'total': '$193,520', 'individuals': '$91,020', 'pacs': '$102,500'}, {'industry': 'Agricultural Services/Products', 'total': '$105,988', 'individuals': '$7,100', 'pacs': '$98,888'}, {'industry': 'Livestock', 'total': '$86,150', 'individuals': '$66,150', 'pacs': '$20,000'}, {'industry': 'Real Estate', 'total': '$63,350', 'individuals': '$29,850', 'pacs': '$33,500'}, {'industry': 'Oil & Gas', 'total': '$59,850', 'individuals': '$27,850', 'pacs': '$32,000'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$33,607', 'individuals': '$23,607', 'pacs': '$10,000'}, {'contributor': 'Conestoga Energy Partners', 'total': '$19,800', 'individuals': '$19,800', 'pacs': '$0'}, {'contributor': 'Blue Beacon International', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Demetree Salt LLC', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Downing Nelson Oil', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 776188, 'contribution_percent': 56}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 421778, 'contribution_percent': 30}, {'contribution_type': 'other', 'contribution_amount': 160882, 'contribution_percent': 11}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 9935, 'contribution_percent': 0}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2010, 'total_raised_by_congressman': 763420, 'average_raised': 1620000}, {'year': 2012, 'total_raised_by_congressman': None, 'average_raised': 1760000}, {'year': 2014, 'total_raised_by_congressman': 1870, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': None, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': None, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 1400000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 1230000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 1370000, 'average_raised': 3310000}]",2020,Next Election,2024
https://www.opensecrets.org/members-of-congress/manning-kathy/summary?cid=N00042159&cycle=2024,Kathy Manning,North Carolina,House,Democrat,428505,631568,5313,0,,,,,[],[],"[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 518798, 'contribution_percent': 72}, {'contribution_type': 'pac_contributions', 'contribution_amount': 157250, 'contribution_percent': 21}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 41882, 'contribution_percent': 5}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -289425, 'contribution_percent': -40}]","[{'year': 2018, 'total_raised_by_congressman': 4190000, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 2000000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 3010000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 428510, 'average_raised': 3310000}]",2020,Retiring at session end,
